 malla vial decente campus bogot? verg?enza andar anillo interno junto veterinaria enfermer?a tristeza espera deterioro extremo buen ejemplo campus"
"buen d?a nuevamente tema malla vial lamentable malla vial especialmente anillo interno veterinaria evidenciado varios accidentes plan mejorar cr?tica avenida verg?enza dejen deteriorar avenidas poder"
" continuado reparaci?n v?as interior sede bogot? paga servicio vigilancia porter?as si pesar vendedores ambulantes entran campus hacen quieren actualizan pupitres salones si arreglan oficinas profesores nunca pasan obliga trabajadores profesores permanecer puesto trabajo permite obreros tractores da?en zonas verdes caminos peatonales recogen residuos tractor tanque da?ando caminos zonas verdes pasan planta residuos hace salones agronom?a hemeroteca zonas verdes cerca calle huelan basura causen moscas vecindario realizado opciones incluir capital privado adecuaci?n espacio bienestar universitario tipo gimnasio zona basura cerca calle existen tantos jardineros si pasan acostados prado cortan c?sped da?an dejan solo barro necesita profesor oficina si permanecen cerradas obliga atender estudiantes arreglan ba?os permite ingreso cualquier persona campus si empresa vigilancia abren ba?os le?n greiff d?a si hacen parte publica acaso espectadores teatro privilegios comunidad universitaria ba?os cuarto piso edificio nuevo enfermer?a permanecen cerrados acaso existen ba?os privados p?blica solo secretarias pueden entrar ba?o mujeres entrada iei construy? cafeter?a ?ltimo piso enfermer?a dejando edificio incompleto construcci?n construyen parqueaderos campus cobre uso"
"buen d?a malla vial sigue deteriorando d?a mas inversi?n lejos ser utilizada aspecto control proveedores parqueo uso espacios deterioro malla vial podr?a restringir zonas industriales ning?n cami?n debe ingresar campus utilicen carritos carga diferentes cafeter?as opini?n ayudar?a cuidar malla vialmil "
" avance proyecto edificio facultad artes"
" priorizaron construcci?n edificio ciencias vez edificio artes lleva a?os edificaciones dignas"
" vicerrector sede bogot? jaime franky rodr?guez reacio aprobaci?n construcci?n edificio artes cansados condiciones recibiendo clases mal aislamiento ac?stico polideportivo segundo piso sind? olor comida toda hora p?simas condiciones posturales estudiantes clases horas horas debemos trabajar seguimos obligados utilizar butacos pasa ustedes busca vicerrector haci?ndose rogar toda situaci?n posible nadie importe situaci?n estudiantes facultad artes importante pa?s necesitamos soluci?n quieren mejorar continuamente si tratan mal estudiantes raz?n ser alma mater"
" razones construir edificio artes tanta demora"
" razones inicia construcci?n edificio artes tanta demora artes importantes "
" profesores estudiantes arquitectura dise?o industrial artes pl?sticas despu?s a?os continuamos tener edificio llevar cabo labores acad?micas vivimos trabajamos condiciones infrahumanas ruinas bodegas can improvisados salones polideportivos razones validas condena afecta derechos tanta indolencia parte directivas ciudadanos segunda categor?a"
" razones construir edificio artes tanta demora"
"buen d?a quer?a hace falta empiece construcci?n edificio arquitectura lleva tantos a?os demolido"
" pasando edificio nuevos espacios artes"
" permite cambio carrera f?cilmente"
" proceso ingresas equipo f?tbol "
" grupo asignaturas grupo diferente compa?eros carrera primer semestre"
" corrupcion docentes ingenieria jaime aleman casas regalar notas fernando augusto herrera leon ser doble manejo laboratorio labe laboratorio ensayos electricos industriales fabio chaparro francisco javier amortegui ser agresivo estudiantes laboratorio labe ordinario acomplejados hipocritas uy ingenieria si ven muchas cosas feas lado mayoria secretarias levitan funcionaris deben servirle comunidad universitaria veces rogadera uish peor"
